"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZBTB16",6.1502693743777e-57,-1.16659858838646,0.369,0.66,1.9039388902261e-52
"TSC22D2",9.9214565809713e-57,-1.38236542994848,0.297,0.578,3.07138531377129e-52
"PRKAR2B",1.92037573952845e-56,-1.09068831301854,0.246,0.555,5.94490717685823e-52
"NFATC1",4.26326773070821e-56,-1.52825534391457,0.297,0.592,1.31977979139534e-51
"IRF1",3.75253579405415e-55,-1.09991014921798,0.096,0.36,1.16167250576534e-50
"CNTN4",1.67334855337897e-54,1.13945273351306,0.561,0.221,5.18018511669526e-50
"LAMA2",8.97907408110719e-54,-0.916852563672088,0.852,0.945,2.77965196328835e-49
"RTN4",1.32103598527927e-51,-1.06440021185135,0.638,0.82,4.08953109962903e-47
"ADAMTSL4-AS1",2.52075485269533e-50,-1.11945714838213,0.631,0.816,7.80350079748894e-46
"SVEP1",1.35377602308995e-49,-0.959501314575996,0.648,0.824,4.19088443467955e-45
"ITGA11",3.09716012841256e-49,1.08383763717719,0.541,0.238,9.58787860952676e-45
"PKHD1L1",3.60694623015821e-49,1.03808806008132,0.461,0.148,1.11660234447008e-44
"PLCB1",9.5458466796108e-49,0.850871700016961,0.843,0.622,2.95510775660712e-44
"TNXB",9.97753360623527e-49,0.734024834045788,0.918,0.753,3.08874507848225e-44
"CEP128",5.95988844121424e-48,-1.34998558316547,0.229,0.502,1.84500266474669e-43
"ANK2",8.80823850631752e-48,-1.43573864886199,0.426,0.66,2.72676639440071e-43
"EMP1",8.62239960007812e-47,-1.04564124641133,0.494,0.721,2.66923624419618e-42
"SDK1",9.45765326660544e-47,1.07612237207557,0.744,0.448,2.92780572174305e-42
"FOS",7.46486269029421e-46,-0.677637993649304,0.77,0.913,2.31089754303438e-41
"PLCG2",5.51673924024796e-45,-0.909997821732303,0.623,0.794,1.70781696660356e-40
"DDX3X",1.3328330359904e-44,-1.06786212420644,0.316,0.568,4.12605122951549e-40
"ARIH1",1.83222897659888e-44,-0.932622515118417,0.58,0.751,5.67203124285716e-40
"LPCAT2",1.9272588881926e-44,-1.44956037071822,0.263,0.504,5.96621534017782e-40
"ABCA10",5.1112765661909e-44,-0.684820150460328,0.912,0.975,1.58229788659572e-39
"NFIL3",1.54630273631858e-43,-0.959048791005347,0.248,0.517,4.78688938082144e-39
"FTX",2.05823576533579e-43,0.485299812415714,0.984,0.935,6.37168045875001e-39
"SLIT3",1.08181532867721e-42,-0.765111236666464,0.82,0.917,3.34897571298602e-38
"PDZD2",4.41931752942677e-42,1.00953045185953,0.587,0.31,1.36808812758465e-37
"EGR1",2.88277719479742e-41,-0.738423990755221,0.627,0.81,8.92421336193438e-37
"AKAP12",1.42553688415819e-39,-1.1116724509551,0.527,0.723,4.4130345322885e-35
"NAV3",1.74694954479151e-39,-0.804553004349801,0.595,0.789,5.40803170581108e-35
"DCN",1.83337970376521e-39,0.572200134000551,0.815,0.619,5.67559354894597e-35
"DDX17",3.11999312065661e-39,0.630884338840907,0.82,0.617,9.65856270361668e-35
"SAMD4A",4.87969956802735e-39,-0.970888514923018,0.463,0.675,1.51060859527423e-34
"IFRD1",1.12509880651767e-38,-0.943630869114888,0.257,0.505,3.48296837533675e-34
"BCL6",1.15635368671531e-37,-0.906559052902664,0.541,0.71,3.5797241079646e-33
