"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LINC00882",0.300000129510035,0.313320541722415,0.384,0.806,1
"CAMK1D",0.308468629586723,0.755016846533915,0.664,1,1
"SCARA5",0.312340258964222,0.389407601065473,0.531,1,1
"RBFOX1",0.325491137146562,0.398162701833958,0.72,1,1
"MMP16",0.329200524402059,0.317001005850808,0.175,0.552,1
"CREB5",0.340170378923039,0.588439141402138,0.635,0.985,1
"PID1",0.351042015409334,0.344010216268555,0.758,0.881,1
"AC002460.2",0.359170450392086,0.324576358382184,0.578,1,1
"ADGRB3",0.360814571232203,0.30174448515862,0.559,0.761,1
"LURAP1L",0.36416921533633,0.347915000171023,0.526,1,1
"ADAMTS5",0.374629596430238,0.364160511972669,0.569,0.97,1
"PLCXD1",0.390185575167865,-0.453757090093929,0.175,0.522,1
"CCDC85A",0.394133548620244,-0.371283810525267,0.147,0.597,1
"SLC22A3",0.451668563908653,-0.427709708911337,0.336,0.582,1
"COL1A2",0.454341111448132,0.386125490296001,0.626,0.91,1
"AL136119.1",0.458577068665773,0.33049108111359,0.725,0.896,1
"CCDC80",0.492601793166639,0.355015450389561,0.834,1,1
"ABI3BP",0.509683241199387,0.508902817062317,0.711,0.955,1
"MFAP5",0.537615747673863,0.810034818597509,0.46,0.896,1
"LRP1B",0.554490976139544,-0.713591930645202,0.156,0.522,1
"RPS12",0.567701519987971,0.627531451152306,0.379,0.791,1
"CADM2",0.568180538941008,-0.342736670098453,0.156,0.552,1
"EVA1C",0.622736139788644,0.393319402899878,0.54,0.94,1
"ACVR1C",0.633107418053208,0.460532365933081,0.697,1,1
"ITLN1",0.650490136910263,0.872044405477772,0.763,1,1
"TPM1",0.654798320650715,0.453781964913998,0.654,1,1
"ANTXR1",0.656254256230809,0.308884018164606,0.616,1,1
"FN1",0.690311414054875,0.316904182729775,0.346,0.657,1
"C8orf34",0.702636922050756,-0.362774935211955,0.265,0.612,1
"FLRT2",0.715436957460059,0.327159001757524,0.597,0.896,1
"AC007529.2",0.727362325253128,0.33973207585168,0.597,0.881,1
"CCDC3",0.74078786516857,-0.466016338019797,0.199,0.582,1
"PRG4",0.778939885658028,0.795349255507658,0.621,1,1
